Идентификатор,Наименование,Адрес,Выручка 2020,Выручка 2021,Выручка 2022,Дельта по выручке,Число сотрудников 2020,Число сотрудников 2021,Число сотрудников 2022,Дельта по сотрудникам
186821,Кофейня,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Алтуфьевский, Алтуфьевское шоссе, дом 48, корпус 2",29403895.0,38832815.0,21622708.0,-7781187.0,10.0,,18.0,8.0
370905,Кофейня,"город Москва, Пятницкое шоссе, дом 18",32511923.0,26744653.0,24726283.0,-7785640.0,12.0,7.0,11.0,-1.0
102151,Ванвок,"город Москва, Большая Тульская улица, дом 13",39285135.0,24643166.0,31497407.0,-7787728.0,13.0,,18.0,5.0
347388,EVO Шаурма,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Щукино, улица Народного Ополчения, дом 45",34462885.0,32921701.0,26653328.0,-7809557.0,18.0,16.0,9.0,-9.0
213854,Магазин SushiBox,"город Москва, Белореченская улица, дом 43",38064619.0,29886770.0,30242797.0,-7821822.0,15.0,6.0,12.0,-3.0
167497,Якитория,"город Москва, город Московский, улица Хабарова, дом 2",39080752.0,37632737.0,31227855.0,-7852897.0,15.0,,9.0,-6.0
140280,Столовая,"город Москва, улица Поликарпова, дом 23Б, корпус 1",36239970.0,23204053.0,28347250.0,-7892720.0,9.0,,10.0,1.0
28809,Столовая при ШК. 2072,"город Москва, Утренняя улица, дом 12",31677735.0,29800008.0,23765938.0,-7911797.0,17.0,13.0,12.0,-5.0
284475,Антикафе Гнездо,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Басманный, Лялин переулок, дом 8, строение 2",28395951.0,,20384860.0,-8011091.0,17.0,18.0,11.0,-6.0
21494,ГБОУ гимназия № 45 им.Л.И.Мильграма,"город Москва, Севастопольский проспект, дом 20А",30041102.0,,22012774.0,-8028328.0,6.0,,17.0,11.0
28970,ГБОУ Школа №2001,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Бирюлево Западное, Медынская улица, дом 7А",31448612.0,,23408444.0,-8040168.0,15.0,7.0,15.0,0.0
227467,Pride,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Ярославский, улица Красная Сосна, дом 2А",37589936.0,,29546021.0,-8043915.0,7.0,,6.0,-1.0
69855,Менза,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Крылатское, Осенний бульвар, дом 7, корпус 1",32763990.0,22476591.0,24712061.0,-8051929.0,6.0,11.0,18.0,12.0
152622,Лобби-Бар,"город Москва, Измайловское шоссе, дом 71, корпус 3В",29373454.0,32945196.0,21256217.0,-8117237.0,12.0,18.0,7.0,-5.0
231859,StarHit Cafe,"город Москва, поселение Московский, Киевское шоссе, 23-й километр, владение 1",37941117.0,22290080.0,29820736.0,-8120381.0,13.0,,8.0,-5.0
244771,Tinto,"город Москва, Новодмитровская улица, дом 2, корпус 5",30838840.0,20830909.0,22675648.0,-8163192.0,12.0,14.0,17.0,5.0
27402,Интернат 28,"город Москва, Денисовский переулок, дом 6, строение 1",29486632.0,24971821.0,21318172.0,-8168460.0,8.0,,14.0,6.0
291574,Coffe Moose,"город Москва, поселение Сосенское, бульвар Веласкеса, дом 6",29156641.0,33865289.0,20979605.0,-8177036.0,16.0,16.0,9.0,-7.0
137142,То Да Сё,"город Москва, Тверская улица, дом 18, корпус 1",37150945.0,31698336.0,28966992.0,-8183953.0,17.0,12.0,16.0,-1.0
346655,Греки здесь,"Российская Федерация, город Москва, внутригородская территория поселение Московский, деревня Лапшинка, земельный участок 8Д",33882924.0,26706636.0,25680706.0,-8202218.0,16.0,19.0,10.0,-6.0
366592,Столовая Eat& Enjoy,"город Москва, улица Маршала Тухачевского, дом 18",39479813.0,,31251900.0,-8227913.0,10.0,17.0,8.0,-2.0
327108,Милти,"город Москва, Амурская улица, дом 1А, корпус 2",31675170.0,30379162.0,23386314.0,-8288856.0,6.0,,18.0,12.0
29460,ГБОУ школа №2114,"город Москва, бульвар Дмитрия Донского, дом 6А",39482160.0,34956924.0,31153828.0,-8328332.0,11.0,8.0,8.0,-3.0
83656,Столовая,"город Москва, Островная улица, дом 2",38405865.0,30885026.0,30067843.0,-8338022.0,9.0,,14.0,5.0
152422,Чистая линия,"город Москва, Тверская улица, дом 5/6",36539352.0,21953485.0,28170494.0,-8368858.0,15.0,7.0,12.0,-3.0
229035,Мельница,"город Москва, 9-я Парковая улица, дом 27",36480216.0,38465256.0,28100924.0,-8379292.0,13.0,12.0,12.0,-1.0
310406,Дабл Би,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Арбат, улица Арбат, дом 10",35716227.0,,27319678.0,-8396549.0,15.0,14.0,18.0,3.0
26783,Тwins Garden,"город Москва, Страстной бульвар, дом 8А",35890676.0,35075683.0,27487509.0,-8403167.0,19.0,13.0,6.0,-13.0
287940,Кальянная ХукаПлейс Донского,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Северное Бутово, улица Грина, дом 26",30047512.0,,21580926.0,-8466586.0,14.0,11.0,13.0,-1.0
348927,Coffe Moose,"город Москва, Большой Симоновский переулок, дом 2",39662038.0,25019114.0,31152570.0,-8509468.0,11.0,13.0,17.0,6.0
320024,Хотабыч кафе,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Хамовники, улица Остоженка, дом 3/14",30682864.0,,22165534.0,-8517330.0,14.0,7.0,17.0,3.0
219486,FARШ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Донской, улица Вавилова, дом 3",39841350.0,,31301680.0,-8539670.0,9.0,9.0,10.0,1.0
20666,Развлекательный центр «Semenov»,"город Москва, Ткацкая улица, дом 5, строение 7",30065518.0,36058187.0,21519039.0,-8546479.0,12.0,,16.0,4.0
